Majority.protein.IDs	Gene.names	razorUniqueCount	razorUniqueCount.MIAPACA...AG205.1	razorUniqueCount.MIAPACA...AG205.2	razorUniqueCount.MIAPACA...AG205.3	razorUniqueCount.MIAPACA...AG205.4	razorUniqueCount.MIAPACA...AG205.5	razorUniqueCount.MIAPACA.1	razorUniqueCount.MIAPACA.2	razorUniqueCount.MIAPACA.3	razorUniqueCount.MIAPACA.4	razorUniqueCount.MIAPACA.5	razorUniqueCount.wt...AG205.1	razorUniqueCount.wt...AG205.2	razorUniqueCount.wt...AG205.3	razorUniqueCount.wt...AG205.4	razorUniqueCount.wt...AG205.5	razorUniqueCount.wt.1	razorUniqueCount.wt.2	razorUniqueCount.wt.3	razorUniqueCount.wt.4	razorUniqueCount.wt.5	spectraCount	Potential.contaminant	quantified	logFC_PGRMC1__vs__MIAPACA	AveExpr_PGRMC1__vs__MIAPACA	t_PGRMC1__vs__MIAPACA	P.Value_PGRMC1__vs__MIAPACA	adj.P.Val_PGRMC1__vs__MIAPACA	B_PGRMC1__vs__MIAPACA	logFC_PGRMC1_AG205__vs__MIAPACA_AG205	AveExpr_PGRMC1_AG205__vs__MIAPACA_AG205	t_PGRMC1_AG205__vs__MIAPACA_AG205	P.Value_PGRMC1_AG205__vs__MIAPACA_AG205	adj.P.Val_PGRMC1_AG205__vs__MIAPACA_AG205	B_PGRMC1_AG205__vs__MIAPACA_AG205	logFC_PGRMC1__vs__PGRMC1_AG205	AveExpr_PGRMC1__vs__PGRMC1_AG205	t_PGRMC1__vs__PGRMC1_AG205	P.Value_PGRMC1__vs__PGRMC1_AG205	adj.P.Val_PGRMC1__vs__PGRMC1_AG205	B_PGRMC1__vs__PGRMC1_AG205	logFC_MIAPACA__vs__MIAPACA_AG205	AveExpr_MIAPACA__vs__MIAPACA_AG205	t_MIAPACA__vs__MIAPACA_AG205	P.Value_MIAPACA__vs__MIAPACA_AG205	adj.P.Val_MIAPACA__vs__MIAPACA_AG205	B_MIAPACA__vs__MIAPACA_AG205	RawIntensity_MIAPACA...AG205.1	RawIntensity_MIAPACA...AG205.2	RawIntensity_MIAPACA...AG205.3	RawIntensity_MIAPACA...AG205.4	RawIntensity_MIAPACA...AG205.5	RawIntensity_MIAPACA.1	RawIntensity_MIAPACA.2	RawIntensity_MIAPACA.3	RawIntensity_MIAPACA.4	RawIntensity_MIAPACA.5	RawIntensity_wt...AG205.1	RawIntensity_wt...AG205.2	RawIntensity_wt...AG205.3	RawIntensity_wt...AG205.4	RawIntensity_wt...AG205.5	RawIntensity_wt.1	RawIntensity_wt.2	RawIntensity_wt.3	RawIntensity_wt.4	RawIntensity_wt.5	iBAQ_MIAPACA...AG205.1	iBAQ_MIAPACA...AG205.2	iBAQ_MIAPACA...AG205.3	iBAQ_MIAPACA...AG205.4	iBAQ_MIAPACA...AG205.5	iBAQ_MIAPACA.1	iBAQ_MIAPACA.2	iBAQ_MIAPACA.3	iBAQ_MIAPACA.4	iBAQ_MIAPACA.5	iBAQ_wt...AG205.1	iBAQ_wt...AG205.2	iBAQ_wt...AG205.3	iBAQ_wt...AG205.4	iBAQ_wt...AG205.5	iBAQ_wt.1	iBAQ_wt.2	iBAQ_wt.3	iBAQ_wt.4	iBAQ_wt.5	LFQIntensity_MIAPACA...AG205.1	LFQIntensity_MIAPACA...AG205.2	LFQIntensity_MIAPACA...AG205.3	LFQIntensity_MIAPACA...AG205.4	LFQIntensity_MIAPACA...AG205.5	LFQIntensity_MIAPACA.1	LFQIntensity_MIAPACA.2	LFQIntensity_MIAPACA.3	LFQIntensity_MIAPACA.4	LFQIntensity_MIAPACA.5	LFQIntensity_wt...AG205.1	LFQIntensity_wt...AG205.2	LFQIntensity_wt...AG205.3	LFQIntensity_wt...AG205.4	LFQIntensity_wt...AG205.5	LFQIntensity_wt.1	LFQIntensity_wt.2	LFQIntensity_wt.3	LFQIntensity_wt.4	LFQIntensity_wt.5	ImputedIntensity_MIAPACA...AG205.1	ImputedIntensity_MIAPACA...AG205.2	ImputedIntensity_MIAPACA...AG205.3	ImputedIntensity_MIAPACA...AG205.4	ImputedIntensity_MIAPACA...AG205.5	ImputedIntensity_MIAPACA.1	ImputedIntensity_MIAPACA.2	ImputedIntensity_MIAPACA.3	ImputedIntensity_MIAPACA.4	ImputedIntensity_MIAPACA.5	ImputedIntensity_wt...AG205.1	ImputedIntensity_wt...AG205.2	ImputedIntensity_wt...AG205.3	ImputedIntensity_wt...AG205.4	ImputedIntensity_wt...AG205.5	ImputedIntensity_wt.1	ImputedIntensity_wt.2	ImputedIntensity_wt.3	ImputedIntensity_wt.4	ImputedIntensity_wt.5
P30044	PRDX5	2	2	2	2	2	2	0	1	1	1	1	2	2	2	2	2	2	2	0	1	1	18		+	-0.378153743118784	21.9699739903135	-0.976790914057402	0.35340861354537	0.437172766004891	-7.49011826114232	-0.241093514721477	23.3111274716539	-1.27450410726357	0.232928338434452	0.349762235173003	-6.85289197500293	-1.4096835955391	22.4857389165236	-4.89064952311947	0.000748380336215758	0.00313260087637216	-1.21764377795435	-1.27262336714179	22.7953625454438	-3.9930134190103	0.00292787699872494	0.00746569175416118	-2.748460649295	24.3949294551408	24.224718306066	24.747400135789	24.1040560848343	24.4986880572758	NA	22.5387213096794	22.9397506515663	21.8643478849017	22.365195736409	24.2547224341179	24.1915189260846	24.3742467175465	23.5990065884629	24.0230991624448	23.7658752722871	23.8063655352228	NA	23.1789644656067	22.5691556320908	20.6944701172602	20.5243006641912	21.046934805934	20.4036403687402	20.7982787689982	NA	18.8382744881479	19.2393001743642	18.1639346178796	18.664766699913	20.5542178483778	20.4911093280956	20.6738335363643	19.8986190997965	20.3225663532815	20.065395096623	20.1058471403603	NA	19.4785247474656	18.8687020036957	23.4028861135705	23.3542052528082	23.9747380641883	23.2163935947237	23.2101481197826	NA	NA	NA	NA	NA	23.2783836635247	23.2263510380222	23.5066388167757	NA	23.2579621009818	22.418411633764	22.416273868577	NA	NA	NA	23.4028861135705	23.3542052528082	23.9747380641883	23.2163935947237	23.2101481197826	22.6009052200848	22.5849479916957	22.0352958953447	20.9964985803686	22.5776066218705	23.2783836635247	23.2263510380222	23.5066388167757	22.6835679521613	23.2579621009818	22.418411633764	22.416273868577	21.4993417744104	21.5401868405725	21.0302714764465
P30050	RPL12	7	6	6	6	7	6	7	6	6	6	6	6	6	6	6	6	5	5	6	5	7	196		+	-0.536129143028724	28.5651612279902	-6.418919243007	0.000106163988846441	0.000458589650450838	0.693878888576495	0.208302812314752	28.5779853038695	2.22239600384864	0.0519845124236559	0.112278490766688	-5.48861764025107	-0.385040053550991	28.4896166832513	-3.7941680028152	0.00390628209882064	0.0119590383996257	-2.96282037009931	0.359391901792481	28.6535298486083	4.88496235518967	0.00078090068835563	0.00246244017061475	-1.34732082529588	30.8401863590562	30.5591936452916	30.7221614318911	30.7146486541869	31.0795366231077	30.9827095211232	30.7432643612198	30.7794872025405	30.8322844598885	31.0903675751744	30.6107847370594	30.7800350267509	30.7644585834889	31.1589438429504	30.8672493012826	31.0627181530907	31.1205282401308	31.136689789005	30.9568465793779	30.7926554753196	27.6702013159945	27.3892777626818	27.5522282855885	27.5446581523625	27.9095925483632	27.8128049167521	27.5733313331888	27.6095700286231	27.6623443658362	27.9204236430864	27.4408685341207	27.6100630770979	27.5945573103883	27.9890188415081	27.6973684926093	27.8927867193587	27.9505476209996	27.9668075624179	27.7868731227256	27.6227537429645	28.4676214695644	28.5598318244095	28.4791572073838	28.5252958149088	28.3372631722939	28.7929036595694	28.8552525985398	28.6997859830574	28.9925886657229	28.8255980906333	28.454620787636	28.6571734103331	28.7073763532839	28.6905579082147	28.9009550906665	28.324143593218	28.3780315927411	28.3800978993688	28.3261170084913	28.07709318856	28.4676214695644	28.5598318244095	28.4791572073838	28.5252958149088	28.3372631722939	28.7929036595694	28.8552525985398	28.6997859830574	28.9925886657229	28.8255980906333	28.454620787636	28.6571734103331	28.7073763532839	28.6905579082147	28.9009550906665	28.324143593218	28.3780315927411	28.3800978993688	28.3261170084913	28.07709318856
P30084	ECHS1	2	2	2	2	2	2	2	2	2	2	1	1	2	1	1	2	2	2	2	2	2	11		+	0.00976188463090466	23.4298671305905	0.126776744014649	0.901817357963211	0.914708088974117	-7.98363298461927	-0.843369458808812	23.364674254748	-2.45468676974525	0.035281240974649	0.0838594320653717	-5.1095337513137	0.49175854756237	23.1888687991248	1.44282768914634	0.181431881604098	0.277277156700285	-6.74534081430538	-0.361372795877347	23.6056725862137	-4.04439436488638	0.00270501084553917	0.00701079523254809	-2.66509412005173	24.9858527050446	24.3378331099349	24.7949619427027	24.3774276725312	25.4140942100921	24.205979338642	23.6594890238874	24.5204330875143	24.0943425517736	24.4310318125078	24.0960330687128	23.9869377808647	22.5763016511356	24.0854549534098	23.7020805046749	25.052625426444	24.5826202605031	24.7725856112112	24.5756555718409	24.3643275883729	20.8159711223079	20.1679081084925	20.6250666780464	20.2075291496022	21.244175662203	20.0360394270871	19.4896010420693	20.3504601253316	19.9244529910114	20.2610940545208	19.9261048491205	19.8170023665732	18.4063628081701	19.9155526445934	19.5321618461294	20.8827087160904	20.4126608062305	20.6026807442369	20.4057190306385	20.1943625059448	23.7513389230725	23.6509710812574	23.8879040662514	23.6604686350283	23.9811122151525	23.3183795157964	23.3260827112801	23.4746932141561	23.4172529976094	23.5885225025332	23.4616393115493	23.4168665786863	NA	NA	23.4190549186727	23.3263570661428	23.3606488628464	23.5239658045221	23.5287421539962	23.4340264770223	23.7513389230725	23.6509710812574	23.8879040662514	23.6604686350283	23.9811122151525	23.3183795157964	23.3260827112801	23.4746932141561	23.4172529976094	23.5885225025332	23.4616393115493	23.4168665786863	21.5648690097891	22.8525178080206	23.4190549186727	23.3263570661428	23.3606488628464	23.5239658045221	23.5287421539962	23.4340264770223
P30101	PDIA3	8	6	8	8	7	8	5	1	5	5	4	8	5	6	6	8	5	6	5	5	3	45		+	1.05105506965002	23.3283900836224	1.66830308529923	0.128527996931848	0.194229209420971	-6.6459646328865	-0.123066376229811	25.2838833110307	-1.41457369531122	0.189283206639088	0.304527063742478	-6.67857052561981	-1.36843250446835	24.5381338706816	-12.2702518500141	4.11356387571964e-07	7.34232344609582e-06	6.84633795511541	-2.54255395034817	24.0741395239715	-4.0675375024988	0.00261055367939864	0.00680326110388737	-2.62763973758947	27.487461396192	27.4334853489985	27.6314532980217	27.3766662073674	27.9220696806874	25.6487514445916	22.9438690589728	25.253965463924	25.4233896054078	25.2105569047486	27.4142555402618	27.0989867151559	26.8666746720631	27.1286869493713	27.1882962044228	26.6328403715261	26.6596251207736	26.6277015245513	26.2089768671158	25.8201657151243	22.629475800871	22.575517088627	22.7735014451506	22.5187174999002	23.0640631579367	20.7907430251906	18.085866606983	20.3960277349372	20.5654182284289	20.3525090254613	22.5562543798496	22.2410358281324	22.0087090033521	22.2707344657217	22.3303020020612	21.7749092861844	21.8015978541452	21.7697539215351	21.3509995917556	20.9621871551697	25.2646344474005	25.3952237192212	25.4105727214169	25.4178002473052	25.2388513603842	23.6843171607313	NA	23.2682804168386	23.6321192597388	23.2923542142319	25.4335490216546	25.2246079196671	25.071119921723	25.1617715826906	25.2207021688437	23.7050374972294	23.7157584335079	24.0147819375732	24.1022147380101	23.7317954859166	25.2646344474005	25.3952237192212	25.4105727214169	25.4178002473052	25.2388513603842	23.6843171607313	20.1372416924466	23.2682804168386	23.6321192597388	23.2923542142319	25.4335490216546	25.2246079196671	25.071119921723	25.1617715826906	25.2207021688437	23.7050374972294	23.7157584335079	24.0147819375732	24.1022147380101	23.7317954859166
P30153	PPP2R1A	10	9	10	10	7	10	8	7	10	6	7	7	6	7	7	6	9	9	9	9	10	129		+	0.258510449248025	24.0634115643076	2.66948230628942	0.0249617374125081	0.0482899868961814	-5.06752769004353	-0.191750614590049	24.7435238140306	-0.928792187631933	0.376109160404646	0.506115598496153	-7.22434943192966	-0.454981717803985	24.4201576478336	-2.17795388414746	0.0560097618884878	0.109927872918069	-5.66299558087028	-0.905242781642063	24.3867777305046	-9.89811744229442	2.98701090381981e-06	3.40447266869102e-05	4.65343926401595	27.7973636907275	27.4004776614348	27.5229787123063	27.2027514350681	28.1175837362768	26.1410999163613	25.8436435407924	26.7418831308214	25.8095336230449	26.4192478482258	27.0548622918343	27.1104823539937	27.0031381914653	27.4424513913104	25.7064346785427	27.3680302725066	27.1743615929214	27.6416862013676	26.9742129067327	27.2431806675093	22.7973884302057	22.4004385723062	22.522984696718	22.2027551709214	23.1175777917051	21.1410843204168	20.8436052064173	21.7418471369115	20.8095483420948	21.4192607092787	22.0548043427991	22.110442527494	22.0031253207362	22.4424292432918	20.7064083291515	22.3680502612152	22.1743234914005	22.6416531306152	21.9742479231776	22.2432169932521	24.935305715068	24.7099348661503	24.9720665275964	24.9047665375445	24.6749219602691	23.9972270402562	23.8314209087182	24.132888767042	23.8284216422209	23.8808233401807	24.9284092171195	24.9172966797433	24.7041404792719	24.8518618695352	23.8365342880082	24.2233931115079	24.2697076973675	24.3909346094237	24.0816407665772	23.9976577597819	24.935305715068	24.7099348661503	24.9720665275964	24.9047665375445	24.6749219602691	23.9972270402562	23.8314209087182	24.132888767042	23.8284216422209	23.8808233401807	24.9284092171195	24.9172966797433	24.7041404792719	24.8518618695352	23.8365342880082	24.2233931115079	24.2697076973675	24.3909346094237	24.0816407665772	23.9976577597819
P30419	NMT1	6	4	3	6	5	6	3	4	5	3	4	4	6	3	5	5	4	4	5	4	2	54		+	-0.293995530073861	24.6349015260663	-1.78475069039047	0.106901667851757	0.167709747575062	-6.47763773414913	0.015817178737592	24.8461752021622	0.0906712777618616	0.929646552034682	0.961585440737833	-7.67525533723125	-0.366180030501624	24.6709937762802	-1.93088428152119	0.0840569522428682	0.153509414713809	-6.04966336071943	-0.0563673216901641	24.8100829519483	-0.384636968832265	0.709132634159513	0.764499220048559	-7.80133579232966	26.8902952676357	25.6320915174706	26.7992179753419	26.4151747778984	27.4259841797217	25.3968247715558	26.0728787325034	26.6320082874653	24.9096268801256	25.7663808956199	26.5287123508657	26.7973636907275	25.4099580032264	26.256397170325	26.2146569223482	26.6927208447561	26.6314532980217	26.8971220043113	26.689658503526	24.8943951848545	22.4979940821887	21.2398129337179	22.4069129064668	22.0228621916633	23.03363875405	21.0044975518197	21.6805449585704	22.2396381498662	20.5173003022901	21.3740609451653	22.1363979084277	22.4050957464809	21.0176729405675	21.8640833470354	21.8223265314658	22.3003369184145	22.2391719560451	22.5048461372002	22.2973450793421	20.5020315003502	25.0945036387591	24.5874355541789	24.7118261675928	24.6839425251019	25.1136251783344	24.6387620235622	24.6932261716751	25.1605411390843	24.6038807543059	24.8130863668888	25.064268784288	24.8250278626251	24.3564906575349	24.8475674210631	25.1770642321441	24.7582187407877	24.5343936066547	24.6157701591323	24.5675550730698	23.9635812255025	25.0945036387591	24.5874355541789	24.7118261675928	24.6839425251019	25.1136251783344	24.6387620235622	24.6932261716751	25.1605411390843	24.6038807543059	24.8130863668888	25.064268784288	24.8250278626251	24.3564906575349	24.8475674210631	25.1770642321441	24.7582187407877	24.5343936066547	24.6157701591323	24.5675550730698	23.9635812255025
P30536	TSPO	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	15			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.4239345327196	23.656982546999	24.1854066017332	NA	22.7632431705772	21.1596792037294	21.0043603874309	23.505548939243	NA	23.3627903532345	24.5952547492903	24.4181542394652	22.3527784010882	NA	23.9709702047319	24.4639478736815	24.061675747983	23.9826796048972	NA	NA	20.6165667912072	20.8496494391719	21.3780365554215	NA	19.9558882485196	18.3523365986604	18.1970054653733	20.6981213294005	NA	20.5554354311769	21.7879169031401	21.6107671398911	19.5454207855233	NA	21.1636152826743	21.6566116546059	21.2543043473043	21.175359494389	NA	NA	22.9827666321957	23.1939265533088	NA	NA	NA	NA	NA	23.0193199207326	NA	22.8723554983625	24.6598700628198	24.1952790800087	NA	NA	22.92649218236	23.3066080006711	23.0771319085345	23.0708579618206	NA	NA	22.9827666321957	23.1939265533088	NA	NA	NA	NA	NA	23.0193199207326	NA	22.8723554983625	24.6598700628198	24.1952790800087	NA	NA	22.92649218236	23.3066080006711	23.0771319085345	23.0708579618206
P30740	SERPINB1	2	2	0	1	1	2	0	2	2	2	1	2	1	1	1	1	0	0	0	0	0	5			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.740108075849	NA	22.3296726315558	NA	24.5724208282416	NA	23.6210913861726	23.9131472671665	23.3020118741455	22.512968026048	24.0088970334408	20.8954125676866	23.5377738822667	22.6577894539337	22.9493123558272	NA	NA	NA	NA	NA	20.4921857106496	NA	18.0817642769182	NA	20.3245453591349	NA	19.3731370358021	19.6651832223991	19.0541220248458	18.265038102165	19.7609960131763	16.6475146400979	19.2898297833027	18.4098466788708	18.7013741543946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30876	POLR2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	21			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.1309739418065	22.333826870246	22.2121092321209	21.4887580657945	23.3006162127801	21.7920546926965	22.1847107218884	23.0404442482261	21.4715958385817	22.5733226644228	22.2132964889388	22.1908711906693	21.9248443915263	22.1894843606484	21.3032946912304	23.1823179662204	23.1071091381734	23.0032282833541	22.5797348579639	22.8024067111329	16.2483352900365	16.4511789084586	16.3294635103292	15.6061159969237	17.4179843340683	15.9094243566985	16.3020676725265	17.1577811313319	15.5889488203147	16.6907073549287	16.330654329653	16.308214580947	16.0421937326111	16.3068449308389	15.4206510843698	17.2996552131588	17.2244916368589	17.1206023937142	16.6971033156872	16.9197478835329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P31040	SDHA	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	7			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.628786372747	23.1299212753392	23.6343369145308	23.5203731363397	23.6987996063481	23.7369642183043	NA	23.6841030951413	NA	NA	22.9354406115173	22.9899197030356	NA	23.0361232944662	22.2951601959409	24.3697283248157	24.1113184566198	23.9030661402301	23.7777609790324	23.9372380266141	18.6746267660304	18.1757249649523	18.6801328482938	18.5661432522069	18.7445513766537	18.7827679079175	NA	18.7298928693917	NA	NA	17.9812550923015	18.0357441751219	NA	18.0819202748684	17.3409975242185	19.4155107179153	19.157139659392	18.9488633921	18.8235476154118	18.9830102807068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P31146	CORO1A	2	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	2	1	1	1	2			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.0808929782196	NA	22.9402705772106	NA	23.34638062989	22.4957028127824	NA	NA	NA	NA	NA	24.6193571421625	24.4212399443205	24.5024564741697	24.3641939807565	NA	NA	NA	NA	NA	18.8329703429125	NA	18.6923430637671	NA	19.0984896399092	18.2477606625208	NA	NA	NA	NA	NA	20.371457616944	20.1732867439209	20.2545350308738	20.1162931898261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P31689	DNAJA1	3	3	3	3	3	3	3	3	3	2	3	2	3	2	3	3	3	3	3	2	3	59		+	0.38759340977218	25.4009036634222	2.02803458296828	0.0721713858202403	0.120343005093883	-6.10917957359021	0.442819359696216	25.622805674522	1.26481721200073	0.236233953799018	0.353044739800744	-6.86448215364531	-0.249514986061808	25.7194578613392	-1.33832017668564	0.212146822679963	0.31357952227382	-6.87843338843831	-0.194289036137778	25.304251476605	-0.548543459320115	0.596206742591408	0.672242644209145	-7.71876331514829	26.8971220043113	26.2787558461484	26.3001274121517	26.4782315622422	27.1659549234187	26.4450908972076	25.9704436736892	26.1791733385688	25.8978836680975	26.2361161161136	26.1135258266984	26.6099222232983	26.169113167829	26.7340203105998	26.2243135146377	27.0161643897138	27.1088884358193	26.9329204623241	25.8002306442817	26.5974729242791	22.5047976554715	21.8864348792261	21.9078222114072	22.0859249420814	22.7736422910924	22.0527829489826	21.5780999193133	21.7868407260488	21.5055731676909	21.8437968681078	21.7212143652108	22.2176512837937	21.7767976570429	22.341746832351	21.8319813700303	22.6239064889683	22.7165959315596	22.54054335767	21.4078984070813	22.2050844590263	25.5907795933924	24.8033629446205	24.8551456446527	25.0439767978254	26.7137149928788	25.5189635660851	24.9172056120093	24.9509591411334	25.4917943917238	25.1566120817291	26.1223414378621	26.1398321959055	25.6312034831011	25.6387344087385	25.6889652462435	26.0355277304707	25.8911300935229	25.3196547578616	25.3753741080608	25.3518151516256	25.5907795933924	24.8033629446205	24.8551456446527	25.0439767978254	26.7137149928788	25.5189635660851	24.9172056120093	24.9509591411334	25.4917943917238	25.1566120817291	26.1223414378621	26.1398321959055	25.6312034831011	25.6387344087385	25.6889652462435	26.0355277304707	25.8911300935229	25.3196547578616	25.3753741080608	25.3518151516256
P31939	ATIC	5	4	4	2	4	5	1	3	2	2	3	3	2	5	3	2	2	1	2	2	1	24		+	-0.344115051527588	22.9402167552833	-0.745538654696339	0.474376610602811	0.556774533040024	-7.6938996730539	-0.595806593022271	24.0057109432545	-2.98566431504981	0.0145196801421805	0.0417495970045676	-4.21860468673673	-0.939648417223903	23.2379834381315	-2.18054407568287	0.0557698958603983	0.109684660049765	-5.65885345748436	-1.19133995871859	23.7079442604064	-4.67990722435193	0.00104751336586923	0.00314533596876408	-1.66027621510606	26.531987009828	25.3597109603025	24.4956418250611	25.8808700376524	26.4184438048227	21.9223419472326	24.0459355942762	23.7087252353287	23.7591843831459	24.37238791639	24.8944414450966	24.2118568141269	25.9681598159873	24.9881087468277	23.6717405941236	23.9845929938261	22.2802542386586	23.8432601511965	23.9630519903385	22.3405792627816	21.2840446283745	20.1118437589361	19.2476911356074	20.6329845506411	21.1705388106933	16.6743853944722	18.7980097467612	18.4607998264715	18.5112893853532	19.1244444600086	19.6465305849771	18.9639515746358	20.7202542799377	19.7401595574641	18.4238217176072	18.7366463590491	17.0323040660918	18.5953594783412	18.7151174191144	17.0925919878041	24.3075810570539	24.5290401514444	23.822696076746	24.7210891729245	24.1376647406596	NA	23.1378523249367	23.3555500469407	23.5107487174513	23.2950200263959	23.7915381175452	23.5025171744975	23.8364379767133	24.1001303816205	23.3084145833405	23.5965064467659	NA	23.5389580693486	23.253063790765	NA	24.3075810570539	24.5290401514444	23.822696076746	24.7210891729245	24.1376647406596	22.2622002895108	23.1378523249367	23.3555500469407	23.5107487174513	23.2950200263959	23.7915381175452	23.5025171744975	23.8364379767133	24.1001303816205	23.3084145833405	23.5965064467659	21.3829353324137	23.5389580693486	23.253063790765	22.0693325083043
P31942	HNRNPH3	3	2	2	2	2	2	2	1	3	2	3	2	2	2	2	3	3	2	2	2	2	43		+	-0.100003526597892	25.6443736080453	-0.694408228402478	0.504411431643178	0.587536434545863	-7.73247093737959	0.309482601616732	24.8135505455501	2.52012334893784	0.0316199358749297	0.0783421195288869	-5.00113613057326	0.626079998387805	25.2813318455524	4.16041069665458	0.0022078077063023	0.00766527174553615	-2.36377252211503	1.03556612660244	25.176592308043	9.07556039290329	6.25721474169873e-06	5.69655282013056e-05	3.85390947869084	25.7471696139934	25.5403482482738	25.3546424484135	24.6024089052057	25.7838421317571	26.3932935608269	24.9104505974206	26.5884939091184	26.3292859798455	26.581615048171	25.6566280195163	25.6642990535319	25.5022743578612	25.8031411943341	26.1042560896924	26.7780618852887	27.2504276752928	27.1118755892936	27.1082902622052	26.9087339886738	21.8402662105384	21.6334280883336	21.4477350400391	20.6954899900856	21.8769515361485	22.4864029652184	21.0035371271256	22.6815747195284	22.422395384237	22.6747388176711	21.7497237864954	21.7573948928311	21.5953685848559	21.8962629190801	22.1973654940839	22.8711524848778	23.3435370796843	23.2050098606633	23.2014096381896	23.0018548438893	24.756132781414	24.71717142958	24.557832469261	24.8295833883909	24.4333261550628	25.8620693801153	25.5097525374143	25.7376863653598	25.8860673485748	25.4763012252568	24.8751148776689	24.7753012259355	24.9520707707217	24.9151550667631	25.3238172907033	25.1315549360458	25.7293597698031	25.6320360313339	25.7857886847801	25.6931198017687	24.756132781414	24.71717142958	24.557832469261	24.8295833883909	24.4333261550628	25.8620693801153	25.5097525374143	25.7376863653598	25.8860673485748	25.4763012252568	24.8751148776689	24.7753012259355	24.9520707707217	24.9151550667631	25.3238172907033	25.1315549360458	25.7293597698031	25.6320360313339	25.7857886847801	25.6931198017687
P31943	HNRNPH1	11	8	6	6	7	8	9	8	9	9	7	7	7	6	7	7	7	6	6	6	8	212		+	0.144383030808029	28.3017264775633	1.61131925273917	0.140497784419519	0.207998284915281	-6.72611822869262	0.273377358837422	27.5333778312313	2.03405669177646	0.070965665155273	0.141036805119513	-5.78722207271531	0.703851482317237	28.0219922518087	7.86023592226246	1.93605485634624e-05	0.000171168962065752	2.70509844484738	0.832845810346615	27.8131120569859	6.17788306533961	0.000140566833187892	0.00060170237192645	0.491635724161609	29.4082540269304	29.3163307381785	29.4352750713976	29.3926796219092	29.7473200976732	30.2458119160727	30.1395590025571	30.0584020788868	30.1412656128594	30.1396809702658	29.3141061396732	29.531797431223	29.3731433432237	29.4868479076202	29.4279030827413	30.2583350953549	30.1302591549931	30.1825774994541	30.0750793369183	30.1484356573032	25.2383047262386	25.1463927878377	25.2653500699553	25.2227300574751	25.5773854913586	26.0759005120691	25.9696096063357	25.8884615936475	25.9713430479883	25.9697632865581	25.1441768152836	25.3618872995912	25.2032183417814	25.3169305763954	25.2579621009818	26.0884303137434	25.9602924139822	26.0126098771447	25.9051568864331	25.9784961088247	27.1555702435223	27.5618721025992	27.5154035240396	27.6647195081414	27.0858803807607	28.2781709446232	28.1446241716333	28.1835243050933	28.4811222335822	28.0602331558642	27.4803134292614	27.5986801113992	27.7634458105158	27.6614611732522	27.8464320288215	28.3553988201647	28.2823309933305	28.5164934993728	28.3607242035549	28.3546424484135	27.1555702435223	27.5618721025992	27.5154035240396	27.6647195081414	27.0858803807607	28.2781709446232	28.1446241716333	28.1835243050933	28.4811222335822	28.0602331558642	27.4803134292614	27.5986801113992	27.7634458105158	27.6614611732522	27.8464320288215	28.3553988201647	28.2823309933305	28.5164934993728	28.3607242035549	28.3546424484135
